Id,SalePrice
1900,150863.651
1901,172726.431
1902,129117.568
1903,220599.017
1904,136163.873
1905,181020.054
1906,155293.332
1907,197696.89
1908,115246.913
1909,133242.432
1910,124563.641
1911,200872.904
1912,267697.391
1913,150807.128
1914,79428.53
1915,336784.156
1916,69101.208
1917,251128.79
1918,135807.155
1919,149396.852
1920,157161.94
1921,385995.595
1922,333038.669
1923,202507.047
1924,239386.908
1925,238282.043
1926,381163.631
1927,136851.093
1928,160060.382
1929,125904.775
1930,126993.542
1931,138525.891
1932,138848.572
1933,175955.483
1934,182481.976
1935,176337.342
1936,187401.103
1937,182861.235
1938,168263.996
1939,243827.324
1940,197138.798
1941,178381.833
1942,190164.445
1943,197863.009
1944,315106.408
1945,373010.429
1946,157546.384
1947,308492.471
1948,168221.122
1949,245858.354
1950,182545.056
1951,262612.396
1952,244998.454
1953,162432.909
1954,207342.301
1955,129207.328
1956,276159.732
1957,163202.67
1958,293708.957
1959,152312.765
1960,114616.975
1961,118591.57
1962,97222.1
1963,105132.687
1964,110679.694
1965,151941.135
1966,160762.441
1967,279926.075
1968,385290.417
1969,379132.733
1970,429499.596
1971,394995.634
1972,355931.515
1973,272759.124
1974,297952.182
1975,485175.664
1976,271824.679
1977,331160.36
1978,355132.583
1979,339677.833
1980,195854.258
1981,342504.651
1982,230166.272
1983,215311.273
1984,169791.767
1985,205174.417
1986,208886.266
1987,181472.766
1988,176411.942
1989,180182.761
1990,219172.856
1991,216614.976
1992,210619.693
1993,174171.553
1994,239452.94
1995,180867.286
1996,251188.196
1997,308853.454
1998,346836.497
1999,251098.006
2000,313038.2
2001,266037.025
2002,239112.179
2003,251557.024
2004,254826.864
2005,223128.577
2006,233850.856
2007,249930.304
2008,218318.782
2009,183732.141
2010,192143.058
2011,146307.059
2012,179643.605
2013,182605.835
2014,190880.645
2015,196131.526
2016,190943.177
2017,198427.865
2018,122312.086
2019,132188.39
2020,121374.609
2021,114821.049
2022,174641.627
2023,154531.257
2024,222012.584
2025,390796.55
2026,187629.92
2027,147003.542
2028,155443.211
2029,172748.166
2030,281964.246
2031,262302.791
2032,285647.133
2033,276343.6
2034,165430.455
2035,201284.595
2036,183696.306
2037,188544.164
2038,323332.38
2039,208009.337
2040,413805.699
2041,292387.58
2042,204419.038
2043,166008.081
2044,170186.113
2045,235758.567
2046,140615.312
2047,154294.643
2048,132457.93
2049,142774.705
2050,173920.954
2051,102348.228
2052,134246.042
2053,141811.221
2054,82547.768
2055,158716.188
2056,124310.761
2057,126231.308
2058,208989.522
2059,126897.506
2060,156193.919
2061,176691.996
2062,138308.664
2063,116347.715
2064,143735.564
2065,121463.432
2066,161625.231
2067,134499.38
2068,138825.561
2069,89755.892
2070,110360.61
2071,98673.103
2072,131861.852
2073,132774.168
2074,184852.81
2075,141885.543
2076,120876.716
2077,145749.684
2078,128906.333
2079,128965.098
2080,113646.702
2081,120566.307
2082,134602.48
2083,148004.711
2084,111503.972
2085,131326.301
2086,119562.622
2087,122864.515
2088,110864.355
2089,91660.288
2090,130261.39
2091,130764.221
2092,140614.59
2093,141007.215
2094,149506.067
2095,146246.678
2096,88702.87
2097,101180.084
2098,146265.756
2099,67863.337
2100,122646.411
2101,131795.56
2102,153052.598
2103,103244.925
2104,135410.34
2105,128115.341
2106,76342.745
2107,238240.741
2108,117405.113
2109,115680.477
2110,126315.42
2111,158324.732
2112,141514.115
2113,115134.304
2114,112157.923
2115,156465.407
2116,111906.21
2117,146291.689
2118,117516.156
2119,108414.483
2120,105459.16
2121,95426.797
2122,106563.32
2123,86878.156
2124,193563.772
2125,138517.534
2126,166345.7
2127,145644.903
2128,128024.248
2129,101413.355
2130,144835.081
2131,149619.614
2132,114968.059
2133,119878.903
2134,117181.526
2135,104067.744
2136,75329.658
2137,116472.819
2138,135180.792
2139,147595.06
2140,134301.725
2141,137971.043
2142,136062.705
2143,147688.039
2144,116541.401
2145,133090.543
2146,143264.256
2147,169614.148
2148,126910.675
2149,133524.073
2150,234012.685
2151,141448.985
2152,170738.672
2153,158779.807
2154,113587.32
2155,124648.796
2156,219090.447
2157,243626.691
2158,231069.571
2159,223507.814
2160,170449.5
2161,249490.366
2162,452376.511
2163,345845.186
2164,244903.63
2165,187084.726
2166,142244.133
2167,209031.081
2168,214681.81
2169,191604.895
2170,216388.422
2171,141272.928
2172,142521.053
2173,170319.625
2174,235665.941
2175,292288.87
2176,312638.004
2177,247962.931
2178,220525.337
2179,144193.55
2180,187147.786
2181,194674.028
2182,231457.639
2183,194570.734
2184,135515.582
2185,130478.876
2186,145990.39
2187,146643.599
2188,155494.058
2189,204870.082
2190,77421.309
2191,88082.05
2192,105913.088
2193,96707.098
2194,98797.756
2195,112230.029
2196,106166.922
2197,113902.431
2198,161762.788
2199,156846.457
2200,124785.471
2201,130028.88
2202,184958.277
2203,170364.427
2204,186952.729
2205,112632.991
2206,131656.532
2207,235717.504
2208,228348.454
2209,206653.582
2210,121936.756
2211,111558.787
2212,112746.499
2213,106728.712
2214,145586.501
2215,101712.269
2216,150268.652
2217,79075.152
2218,97297.666
2219,82557.298
2220,80273.357
2221,336385.367
2222,262191.326
2223,261290.657
2224,211516.852
2225,146016.727
2226,185785.068
2227,198787.985
2228,277028.648
2229,240127.224
2230,161334.761
2231,217151.834
2232,173003.836
2233,172744.468
2234,244451.807
2235,194320.237
2236,280296.75
2237,351946.416
2238,199587.838
2239,113388.886
2240,168191.899
2241,155624.254
2242,135176.075
2243,135232.763
2244,97966.455
2245,95114.79
2246,144239.124
2247,96528.724
2248,124631.891
2249,125155.376
2250,135433.42
2251,144990.011
2252,176450.255
2253,154701.772
2254,179822.08
2255,192661.62
2256,182798.504
2257,186022.113
2258,174462.429
2259,179200.883
2260,150757.918
2261,189932.362
2262,211984.793
2263,316747.319
2264,418479.533
2265,167545.298
2266,284264.944
2267,376230.018
2268,366979.744
2269,160639.304
2270,186114.458
2271,254655.845
2272,205887.096
2273,165102.347
2274,167374.063
2275,168534.375
2276,170472.468
2277,181229.553
2278,157332.421
2279,119965.208
2280,118184.653
2281,176631.488
2282,175001.662
2283,97284.787
2284,109364.55
2285,155160.861
2286,127926.755
2287,339824.846
2288,265506.186
2289,367310.024
2290,435198.358
2291,309882.07
2292,395612.794
2293,449892.625
2294,375915.386
2295,441746.001
2296,267442.627
2297,286650.03
2298,341481.751
2299,371111.501
2300,310959.107
2301,262815.311
2302,239162.913
2303,240563.362
2304,240046.708
2305,186592.847
2306,186978.656
2307,186554.991
2308,220273.84
2309,284175.182
2310,219923.058
2311,197209.662
2312,170971.597
2313,171359.171
2314,174101.77
2315,171248.167
2316,179975.171
2317,176251.476
2318,169559.958
2319,176009.99
2320,182721.007
2321,245063.831
2322,168349.185
2323,176975.996
2324,163580.535
2325,224895.977
2326,163313.35
2327,213435.696
2328,220063.304
2329,186135.359
2330,179504.56
2331,343068.856
2332,415981.524
2333,313308.626
2334,257452.403
2335,248222.546
2336,333565.685
2337,204634.451
2338,272534.046
2339,230374.722
2340,391952.137
2341,223304.509
2342,235629.242
2343,222268.805
2344,248737.011
2345,240704.373
2346,227538.757
2347,201581.12
2348,231586.389
2349,158683.28
2350,266693.75
2351,271929.558
2352,250651.109
2353,198897.226
2354,121156.075
2355,161233.332
2356,153250.63
2357,201700.976
2358,198798.705
2359,121557.311
2360,121028.884
2361,139256.935
2362,266477.828
2363,139626.837
2364,149406.315
2365,219874.526
2366,192519.511
2367,219691.401
2368,205283.245
2369,219224.599
2370,171641.463
2371,172209.48
2372,176902.915
2373,253845.846
2374,298273.364
2375,238977.302
2376,282430.227
2377,357579.553
2378,130368.91
2379,194311.002
2380,139848.219
2381,160989.328
2382,184588.48
2383,221368.104
2384,241717.292
2385,147298.657
2386,137246.404
2387,131321.161
2388,104465.834
2389,125777.157
2390,132271.105
2391,132908.489
2392,113021.822
2393,161263.353
2394,142131.075
2395,187273.186
2396,151059.582
2397,188824.764
2398,124155.637
2399,67539.847
2400,69076.685
2401,115819.86
2402,137147.555
2403,141048.004
2404,140977.472
2405,162862.826
2406,133019.362
2407,125993.733
2408,138713.189
2409,134316.54
2410,164395.027
2411,120113.275
2412,156348.179
2413,142912.4
2414,134102.725
2415,133464.664
2416,125234.502
2417,128227.657
2418,121438.58
2419,133279.852
2420,124762.334
2421,149475.822
2422,118671.752
2423,133867.452
2424,158262.905
2425,173082.34
2426,133231.912
2427,134775.306
2428,173768.01
2429,115993.001
2430,127711.695
2431,113657.799
2432,132278.079
2433,144984.233
2434,143696.209
2435,151662.857
2436,103940.615
2437,110053.695
2438,122121.207
2439,112459.963
2440,121233.833
2441,107478.018
2442,103026.569
2443,113761.301
2444,123888.274
2445,90151.143
2446,136353.846
2447,221299.726
2448,140480.996
2449,110440.114
2450,149914.534
2451,127178.677
2452,218987.914
2453,99359.616
2454,125052.286
2455,107556.293
2456,141030.483
2457,116480.13
2458,107604.415
2459,110734.099
2460,141575.085
2461,118364.342
2462,134356.36
2463,118881.209
2464,148814.673
2465,129852.723
2466,118461.828
2467,160361.143
2468,91763.706
2469,91368.792
2470,175274.797
2471,215876.784
2472,162544.405
2473,117499.91
2474,104930.59
2475,230841.827
2476,112132.713
2477,131161.195
2478,162203.93
2479,115714.546
2480,133019.81
2481,121064.799
2482,132954.976
2483,114937.916
2484,121518.353
2485,121686.326
2486,151865.442
2487,174583.626
2488,159210.013
2489,140753.46
2490,151546.625
2491,94803.233
2492,182862.728
2493,135238.376
2494,177938.367
2495,102113.157
2496,215873.016
2497,153072.58
2498,115006.959
2499,94406.145
2500,131068.992
2501,140013.802
2502,147669.059
2503,98997.637
2504,181647.199
2505,221283.092
2506,255959.159
2507,311124.561
2508,251540.748
2509,224621.712
2510,230663.406
2511,191033.599
2512,211833.133
2513,219197.12
2514,237561.968
2515,148792.283
2516,153092.029
2517,134840.515
2518,140337.107
2519,225258.588
2520,201447.249
2521,193794.305
2522,219363.8
2523,131988.801
2524,137611.802
2525,140462.703
2526,141420.477
2527,115374.725
2528,127391.435
2529,131462.613
2530,113764.411
2531,247796.366
2532,229433.871
2533,194317.403
2534,239126.37
2535,296448.578
2536,231093.53
2537,223345.487
2538,185872.778
2539,190180.777
2540,173744.483
2541,180782.109
2542,170216.325
2543,129562.617
2544,136522.965
2545,129312.463
2546,148761.497
2547,139674.461
2548,171234.633
2549,164784.962
2550,582052.59
2551,142230.739
2552,119933.406
2553,87965.111
2554,125249.366
2555,105273.268
2556,107619.856
2557,117281.415
2558,158188.226
2559,139658.484
2560,121473.609
2561,146802.62
2562,130587.317
2563,135270.559
2564,171837.456
2565,118681.915
2566,164067.52
2567,128422.914
2568,191815.912
2569,189264.958
2570,121643.606
2571,182092.891
2572,187103.027
2573,240089.571
2574,293580.492
2575,123438.246
2576,134691.319
2577,160735.296
2578,100717.725
2579,77899.208
2580,140148.255
2581,136351.724
2582,116510.607
2583,283962.479
2584,153911.947
2585,177574.333
2586,205780.678
2587,209900.566
2588,155874.989
2589,141199.656
2590,232864.321
2591,193277.465
2592,231989.711
2593,256266.411
2594,181544.279
2595,207385.183
2596,336683.798
2597,178269.258
2598,267267.734
2599,337599.642
2600,153119.812
2601,132317.912
2602,86199.779
2603,92149.495
2604,86572.787
2605,86953.004
2606,141566.379
2607,169236.298
2608,200694.244
2609,165672.327
2610,115822.957
2611,155445.555
2612,153540.946
2613,126304.175
2614,123299.924
2615,155118.268
2616,134249.691
2617,181580.539
2618,176810.499
2619,225032.39
2620,184181.085
2621,180664.756
2622,186482.638
2623,240340.731
2624,275634.809
2625,322223.256
2626,164334.852
2627,183442.887
2628,401556.46
2629,466045.251
2630,345379.759
2631,444980.913
2632,393002.088
2633,305573.206
2634,384870.457
2635,145734.361
2636,200860.835
2637,165741.735
2638,261192.519
2639,178707.127
2640,148363.357
2641,109266.566
2642,185947.99
2643,105950.177
2644,128833.821
2645,97954.937
2646,94111.1
2647,98328.854
2648,137814.422
2649,138221.128
2650,154037.747
2651,152621.554
2652,428249.935
2653,250716.623
2654,251558.96
2655,378596.276
2656,328255.575
2657,351812.913
2658,284825.376
2659,299613.57
2660,306233.57
2661,356233.627
2662,370723.701
2663,264588.843
2664,281219.435
2665,316877.185
2666,292252.875
2667,165610.248
2668,179362.364
2669,174468.574
2670,291599.471
2671,181332.352
2672,181073.598
2673,207535.953
2674,203521.035
2675,166921.133
2676,186567.558
2677,198833.597
2678,262869.559
2679,264617.203
2680,267156.119
2681,416992.893
2682,317322.304
2683,516167.774
2684,317000.929
2685,331248.719
2686,258163.38
2687,308812.88
2688,230392.997
2689,220889.464
2690,481995.3
2691,181872.361
2692,127079.4
2693,193589.42
2694,124284.325
2695,195372.418
2696,191056.102
2697,189398.164
2698,198037.062
2699,178813.167
2700,167417.079
2701,147092.015
2702,113918.212
2703,144642.261
2704,139084.525
2705,124353.746
2706,118430.77
2707,122827.151
2708,133357.326
2709,113343.462
2710,125233.035
2711,289472.583
2712,336218.079
2713,180979.732
2714,152470.433
2715,171284.078
2716,166881.196
2717,181409.71
2718,232064.836
2719,156895.307
2720,168357.975
2721,141001.538
2722,166502.093
2723,141448.069
2724,127887.756
2725,134366.659
2726,148769.924
2727,163102.411
2728,168925.488
2729,151854.797
2730,146247.422
2731,118324.392
2732,116418.419
2733,157893.762
2734,142450.455
2735,136465.584
2736,141645.123
2737,120226.678
2738,143279.612
2739,159891.057
2740,128935.042
2741,148020.815
2742,154805.625
2743,150797.158
2744,143961.312
2745,132558.225
2746,130393.325
2747,151192.416
2748,123145.629
2749,127045.283
2750,134157.788
2751,126764.483
2752,233458.347
2753,154316.227
2754,192383.343
2755,125451.323
2756,98340.184
2757,76516.273
2758,84462.427
2759,150878.59
2760,144072.059
2761,143673.224
2762,145869.581
2763,178407.992
2764,173240.17
2765,255786.546
2766,142413.643
2767,91604.375
2768,133959.122
2769,121555.8
2770,156911.958
2771,120574.876
2772,121459.666
2773,145682.548
2774,140526.46
2775,140007.42
2776,142287.206
2777,155274.477
2778,140279.224
2779,130344.945
2780,112195.007
2781,104103.41
2782,97966.98
2783,105846.108
2784,128419.482
2785,142805.564
2786,77293.804
2787,118472.844
2788,91125.192
2789,217564.788
2790,98706.807
2791,116581.9
2792,83331.482
2793,174776.103
2794,99928.831
2795,118289.446
2796,103742.808
2797,177733.399
2798,125756.555
2799,117516.294
2800,84438.236
2801,110174.872
2802,135986.401
2803,151299.311
2804,140403.704
2805,96631.19
2806,92126.803
2807,157636.174
2808,148090.795
2809,130490.533
2810,134023.459
2811,163946.686
2812,143702.218
2813,161984.434
2814,165392.914
2815,100074.815
2816,249196.377
2817,129173.786
2818,129672.038
2819,180047.081
2820,131223.528
2821,109467.744
2822,172207.642
2823,214151.382
2824,181452.108
2825,146598.999
2826,133738.262
2827,147580.722
2828,214321.52
2829,172798.887
2830,232670.433
2831,191578.966
2832,213046.57
2833,278769.289
2834,211781.801
2835,224601.86
2836,194772.676
2837,163387.996
2838,145610.877
2839,185936.739
2840,191982.116
2841,196546.197
2842,214719.348
2843,150811.455
2844,152407.949
2845,123922.486
2846,202574.728
2847,204284.062
2848,215085.106
2849,212963.055
2850,266015.002
2851,236117.137
2852,229093.793
2853,243410.442
2854,141587.12
2855,199501.764
2856,203108.745
2857,193173.349
2858,198899.612
2859,138488.648
2860,121733.758
2861,127595.351
2862,188356.278
2863,117470.506
2864,256703.143
2865,139362.686
2866,142904.383
2867,93348.7
2868,106832.624
2869,128692.702
2870,163594.559
2871,110198.225
2872,63375.989
2873,104938.732
2874,143508.085
2875,117857.098
2876,164102.354
2877,139231.741
2878,166022.932
2879,144294.616
2880,105571.661
2881,143580.973
2882,163462.835
2883,172569.736
2884,186640.908
2885,186920.222
2886,191497.65
2887,105148.434
2888,122544.544
2889,78228.094
2890,87520.315
2891,138504.671
2892,75032.062
2893,112376.713
2894,75593.392
2895,312295.303
2896,284701.568
2897,193917.957
2898,152450.616
2899,228163.483
2900,158428.295
2901,183208.085
2902,178929.227
2903,340745.273
2904,361610.804
2905,122272.605
2906,202485.009
2907,116648.666
2908,127104.385
2909,149184.165
2910,83800.354
2911,85221.711
2912,152750.461
2913,89169.673
2914,84605.736
2915,85339.636
2916,85573.289
2917,149667.39
2918,111015.057
2919,232727.485
